article_id,article_title,author,date,content
M.1559265595.A.D4B,[討論] 韓總機今天會如何回應二奶事件??,yniori (偉恩咖肥),Fri May 31 09:19:53 2019,如題 吳子嘉昨天爆出震撼彈 韓總機至今仍未積極回應 一開始不回應 後來才又說要告吳子嘉 若是假的~那怎麼拖這麼久沒回應? 若是真的~那肯定是毀滅級的核彈 在誓師大會的前夕 韓總機要怎麼樣解決這個桃色危機咧? 是 1.念心經發大財萬用口號? 還是 2.承認自己犯了全天下男人都會犯的錯? 還是 3.拉著李分的手然後說我的妻子原諒我?然後跟選民下跪衝一波高潮?? 還是說 4.反向操作就大膽的帶著二奶跟女兒~然後跟大家說這就是成功的男人的典範 以國民黨習慣的外遇處理來說 應該是3的可能性最高啦 這種傳統政客看多了 如果真的連妻子都騙~是要怎麼讓選民相信他的人格? 還是愛家愛老婆的郭董好 看來只有郭董這個非典型的國民黨總統候選人能帶來不一樣的選舉風氣了 男人典範發大財 不管你信不信~反正很多人是信了 政治人物的人格是可受公評之事 韓粉無須拿法律來護主~ 如果要護~那也要知道法律怎麼用好嘛~~ 傳統政客都這樣啊 國民黨的習慣就是拉著老婆出來道歉跪一波 民進黨的不一定~有的是神隱僅發聲明稿道歉~有的是大方承認而且對二奶深情流露 韓總機可能是非典型的國民黨政客 所以用第四種方法可能更棒 反向操作發大財一波~ 征服宇宙前你必須先征服兩個以上的女人~ 這樣讓我想到更好的回應就是 5.站在台上哽咽地說:我這幾年知道對不起髮妻~所以把頭剃了每天都在贖罪 所以韓總機的頭光禿禿是早就有跡象 原來是贖罪剃頭來著 馬上帥一波~~ 韓粉還會覺得韓總機真是有擔當的男人 贖罪贖了十幾年~ 人格高尚 那是與前妻的事情 現在這任妻子期間並沒有外遇消息~ 發財~~~~~~~~~~ 發大財~~~~~~~~~~~~~ 左手念心經 右手摸二奶 發大財~~~~~~~~
M.1559265658.A.B78,Re: [討論] 70歲退休後就沒有投票權,eiw123 (阿克亞教信徒),Fri May 31 09:20:55 2019,: 出社會要20歲才能有投票權 : 那麼退休後70如果就不能有投票權呢？ : 反正藍粉都說蔡英文都是老人在支持的 : 70歲以上不能有投票權對應該更有利吧 : 如果出社會20歲可以有投票權 : 那麼退休70歲如果試著沒有投票權呢？ : 會怎樣？ 選不嬴就不準別人投票了 其實民主制度最初期 尤其米國 的確有限制投票資格 要有錢 有工作 的中產階級才可以投票 外加有錢老士紳 女人 覺青 魯蛇 通通 都不準投 當時社會制度 在這樣情況下 也發展的很好 起飛了一陣子 你可以提案 叫大家改回來 還有女人要在家裡 冥進洞的支持者 不事都是知識藍和精英 倒台的會是韓導吧
M.1559265840.A.D90,[討論] 林洲民還是2014的林洲民,erkunden (erkunden),Fri May 31 09:23:58 2019,林洲民好樣的，有理想，有價值，有堅持，一流政務官，國家的棟樑之材，林洲民還是2014 的林洲民，耐何柯文哲已經不是2014年的柯文哲了 
M.1559265871.A.953,[黑特] idcc竟然抹黑韓國瑜!,xxxcv (世界遺產旅遊計畫),Fri May 31 09:24:29 2019,://../5. 太可惡了 竟然抹黑韓國瑜跟高雄 罪孽深重 韓屁眼本週急速擴張 看來下週要請病假休息了 
M.1559266090.A.482,Re: [討論] 東廠被監聽怎沒人氣憤柯痞就有,skylion (溫暖的傳說),Fri May 31 09:28:08 2019,: 這雙重標準了吧 : 東廠當初被監聽 : 怎沒人罵偷錄音 : 柯痞也是同樣被對待 : 大家反而質疑簡議員 : 都是都錄音 : 為何大家會挺柯痞 : 而不挺東廠 : 這沒雙重標準 : 什麼才是雙重標準 : 大家還天欽一個公道 其實這個議員就是不做功課態度又很差 搞出六日公文烏龍 導致真正質詢有爆點的喬蛋大家反而不在意了 如果換高嘉瑜之類的 把喬蛋真正的問題所在好好講清楚 才能真正讓問題被理解 受到重視 不然林洲民說的樣子 似乎是有不可被接受的事發生 希望之後有比較詳細的說明 讓大家來判斷... 
M.1559266142.A.CB6,[討論] 王小姐的FB刪掉了?,yenyu82 (yenyu82),Fri May 31 09:29:00 2019,王小姐不會被 人間蒸發吧 昨天還看的到 現在整個臉書好像完全刪除了? 究竟韓國瑜幾點要去按鈴控告呢? 王小姐會不會出面證實 究竟誰是騙子呢? 王小姐如果靠韓養了那麼多年 應該不想出來咬韓國瑜吧 我對臉書不熟 不確定連不上是不是使用者刪除帳號 所以用問號 你可以幫我查一下嗎? 如果你比較懂 ://../.?=100012521291028=_=_ 韓國瑜就真的有去王小姐家阿 自己承認的阿 坦白一下兩人關係很難嗎 只會交給阿財講 搞不好王小姐是黃文財小三勒 兩個人表兄弟 一起照顧王小姐
M.1559266152.A.9AF,Re: [討論] 簡舒培真的要這樣幹下去?,qweasd951 (ya),Fri May 31 09:29:08 2019,4這樣啦 通常有工作過或和其他團體合作過的都知道啦 內部都會先討論說各種方案要怎麼用 最好的就是先知道對方的底線是什麼 然後內部討論說行不行 正反意見都表述 最後結果說不行 現在狗狗說這樣討論也不行 只要有反面的意圖就是喬 就算之後結果勢不行也是罪大惡極 因為你有喬 剛好昨天有一個例子 真正喬成功的例子 昨天民進黨中常會 不顧賴清德的反對 堅持推翻之前自己黨中央的提案 通過小英自己的提案 這樣就不叫喬 叫做民主 偉災民進黨 小英 
M.1559266203.A.835,Re: [討論] 軍公教年改本就不對，拍手的沒想過自己嗎,kendo26 (重劍無鋒),Fri May 31 09:30:00 2019,: 不管你什麼職業，如果今天政府跟你說財政困難(阿不是說現在是台灣經濟最好的時侯)， : 年金要破產了(投報率2%，只比定存高，這誰問題)，以前制度設計有問題(設計有問題也 : 是政府設計的，政府要負責甘我屁事)，所以要年改 : 然後不管3721，一律多繳晚退還少領，然後一體適用，我想應該沒人能接受，早翻桌了。 : 但這就是現在的政府對軍公教做的事，但很多人不但不反對還拍拍手。今天無法將心比心 : ，明天如果換我們被改，誰又有資格說話呢。 18%當初怎麼設計的?? 不就是銀行利率12%左右的年代給軍公教優惠121.5=18%? 一開始還是浮動的 後來有人(國民黨)便宜行事就把它固定在18% 如果要回歸當初的制度設計精神~~看你要用現行利率1.5或是現行利率6 來計算優惠匯率我都沒意見啊 台灣是地球不可分割的一部分 兩岸同屬一個地球 地球聯邦是代表地球的唯一合法政權 
M.1559266363.A.212,[黑特] 我贊成遠雄說  希望林洲民進會議發言,zxcelephant (),Fri May 31 09:32:41 2019,是這樣 遠雄昨天除了噴市府刁難之外 還提出一點 至於前都發局長林洲民在臉書上開炮，砲轟遠雄提供的避難電腦模擬極其草率，楊舜欽 也質疑， 他有必要再選前一天帶風向？他既然是民眾就來登記發言啊。林前局長很關心這 議題就關心，但前一天是刻意干擾審查，那就比照台北一般市民，來登記發言啊，每個人有 3分鐘權利嘛。 老實說這點我贊成遠雄的說法 因為 林洲民的發言確實有一定的輿論影響力 而他在卸任後 每次都審會前一晚都會發文批遠雄 我認同資料公開，林洲民也有批判的資格 但是久了真的會覺得這位前同仁 一直以類似底下局長的身份引導會議 當然我也認為委員沒變審查標準也會一樣 但是真的不太喜歡有個人一直隔空放話 同樣關心大巨蛋的呱吉，各里長議員 也會在臉書發文批遠雄和市府啊 但是他們就是會到會議現場監督發表意見 因為可以完整闡述想法 甚至馬上和市府釐清質疑的事情 
M.1559266697.A.D93,[討論] \要等出事才知道支持者真正年齡分布,Rogerisme (I'm Roger),Fri May 31 09:38:15 2019,韓國瑜只要上新聞 好比之前黃光芹事件 去她罵人的真人粉絲大頭貼平均年齡至少50歲起跳 還以為來到進香團 昨天柯文哲被質詢上新聞 去看台北真速配的 罵她的柯文哲粉絲大頭貼基本上都是2~3歲 還有不少看起來孩子還在念幼稚園跟小學的父母 重點是超多正妹 至少每7~8個就1個可以上表特 雖然平常民調就可以看出年齡分布 不過在發生事情的時候 就更明顯了 
M.1559266795.A.54E,[討論] 韓國瑜應該能跨越馬英九障礙,rodneytw (桂圓紅棗茶),Fri May 31 09:39:53 2019,2008年的總統大選，馬英九以史上最高得票數，765萬票，當選總統。這個得票數，被稱為 馬英九障礙，被視為不可能再有人頂得到的天花板。 明年的韓國瑜，極有可能突破這個障礙。 如果用士農工商來分類，馬英九當年有士、商支持，但也只有這樣而已，討厭他權貴氣息的 士商沒有支持他。 韓國瑜庶民出身，絲毫沒有權貴氣息，失業多年，懂得社會底層的苦，拿得到馬英九拿不到 的工人選票。 韓國瑜賣菜出身，能拿到馬英九拿不到的中南部農民選票。 女兒韓冰美麗大方，能吸到年輕人的選票。 當年民進黨政府不過扁案纏身，施政沒有大問題，現在的民進黨政府倒行逆施，活不下去的 廣大人民早已不想再忍耐。 最重要的是，連當年如日中天的馬英九，全力攻打被扁案纏身奄奄一息的高雄，都沒法順利 攻破，卻被韓國瑜以一瓶礦泉水一晚肉燥飯攻下來了。 加加減減，韓國瑜應該保底拿個800萬票，甚至上看900萬票吧？ 
M.1559266933.A.7AB,[討論] 話休=黑箱嗎？,wintu (甚麼時候去看海),Fri May 31 09:42:11 2019,一個案子，一大堆不相關的人和單位來話休， 可以說文官體制被破壞，這沒問題， 畢竟一堆不相關的人也來施壓給意見。 但一群人話休和黑箱的正相關在哪，有人可以點解嗎？ 
M.1559266983.A.208,Re: [黑特] 只會修同婚法不會修酒駕？？,m82 (跟著美帝發大財),Fri May 31 09:43:00 2019,: 今天一早就看到酒駕新聞 : 撞死兩個人才七年？？？ : 垃圾 : 只會修同婚不會修酒駕 ://.///6656/3719833 三月底已經修過道交的部分了喔 而且醫界奔走已久，在國外證實能有效減低再犯率的酒精鎖也納入了 刑法的部分也正在院會討論中，據說藍綠有共識今天會過 喔對了，刑罰是剝奪公民權利，所以是不能溯既往的 就算修過了，這個案子也不適用新法 而且嫌犯本身有口腔癌，需要靠酒精止痛可能是比較晚期的癌症 五年存活率不到一半，關七年跟關到死沒甚麼差別 他最後的人生一定是腫瘤吃光整張臉保外就醫 然後在疼痛、出血、感染跟不能吃飯中渡過餘生 我講難聽一點啦，槍斃對他來說搞不好 = 安樂死，提早解脫 : 到底要死多少人才甘心？？ : 我們台灣年輕人越來越少 : 其中之一就是死在酒駕辣 不，是大家都不生小孩，而且問題在炒房 想要房大漲，票投國民黨 不想房價降，票投民進黨 : 台灣就是取得酒太容易 : 如果像瑞典一樣 : 特定人士才能買酒 : 年年鑒定資格 : 就解決了啊 這在台灣會造成大量私酒以及代買造成尋租套利空間 地方有力人士只要疏通好警察局，就可以大賺賣酒錢 賣私酒一時爽，一直賣一直爽 歷史上的禁酒令絕大部分都沒有好下場，通常都只有養肥黑道而已 那也要別人願意借你開，是你你願意借嗎? 那就看到時候執行細節要怎麼訂了，權利車跟租賃比較麻煩 放在親屬名下的比較好處理
M.1559267099.A.C37,[討論] 吳子嘉要出錢幫柯文哲組黨,bezbol (o.o),Fri May 31 09:44:56 2019,我覺得吳子嘉是真心想要幫柯文哲 真心覺得台灣下一代只有柯文哲或郭能救 柯文哲有心但無力 最大的弱點就是亞斯伯格症不會搞人 所以呼籲還有廣大柯粉站起來組黨 柯文哲不是常常比喻這刀劃的木痕要持久 就要劃深一點 要組黨這白色力量才會延續下去 白色力量黨綱 1 統獨是假議題 2 政治人物要嗡嗡嗡幫民眾做事 3 參政要清廉 4 推出的候選人要通過智力測驗 5 專業問題專業解決 6 放下意識型態用科學面對事情 ://../. ， ://../. ， ://../170. ， ://../. ， ://../9. ， ://../.
M.1559267167.A.7E2,[討論] 柯韓應該趁這波合體一下來氣阿館,songgood (ilovegoodgame),Fri May 31 09:46:05 2019,阿館現在最配服的政治人物是柯痞 最看不起的政治人物是韓綜 那現在柯痞也有被監聽的疑雲 如果韓綜趁這一波跟柯痞合作 邀柯痞來6/1號一起臭幹搞監聽 這個合作會氣死阿館嗎 拜託韓綜去邀柯痞來氣阿館好嗎 想看阿館氣到中風 ://./ 在下 摩天 輪之前 請多多鞭策和指導 
M.1559267334.A.576,[討論] 外遇生子對韓總有影響嗎,lulu20917 (又又),Fri May 31 09:48:52 2019,目前接受到韓粉的表態 大家都覺得這是私領域的事 就算是真的也是年少輕狂 不影響韓總的治理能力 不然就是說這些都是民進黨打壓 或者更有人說 像韓總這樣有魅力的人 多生小孩也是造福社會 也有人說陳致中都嫖妓了 陳水扁貪污都沒事 外遇算什麼 完全看不到這件事有任何殺傷力 吳子嘉打這個 就算是真的 應該也完全沒影響吧? 反而是激起韓粉更凝聚? 應該還好吧 自己老公外遇 很多女生都在原諒了 更何況是沒有直接關係的政治人物 好像有點道理喔~~~ 不會投他吧 但身邊有一兩個韓粉朋友 蠻死忠的
M.1559267428.A.A15,[Live] 韓國瑜到高雄市議會 接受市政總質詢,c1951 (QQ),Fri May 31 09:50:26 2019,1.網址: ://./66 2.名稱 韓國瑜到高雄市議會 接受市政總質詢 3.主題 韓國瑜到高雄市議會 接受市政總質詢 4.來賓: 韓國瑜 5.附註、心得、想法: 2019.05.31完整公開高雄市長韓國瑜赴議會接受備詢，面對外界各種指控、抹黑， 韓國瑜決定開告，在受訪時會有什麼回應呢？ 等一下10點左右 就會出來被訪問吧?? 
M.1559267457.A.AC3,Re: [討論] 軍公教年改本就不對，拍手的沒想過自己嗎,plutox (網路上的芳鄰),Fri May 31 09:50:55 2019,說穿了軍公教年金就獨立出去經營， 軍公教繳多少最後拿多少， 都軍公教自己去經營， 破產了， 一分一毫也不要拿非軍公教的稅金來救， 我完全沒有意見呀。 現在是你軍公教年金有破產的危機， 求政府救你， 姿態還擺的那麼高， 不然就讓它破產就好啦， 沒有一定要年改。 : 引述《2347 (快樂最重要)》之銘言： : : 不管你什麼職業，如果今天政府跟你說財政困難(阿不是說現在是台灣經濟最好的時 侯)， : : 年金要破產了(投報率2%，只比定存高，這誰問題)，以前制度設計有問題(設計有問 題也 : : 是政府設計的，政府要負責甘我屁事)，所以要年改 : : 然後不管3721，一律多繳晚退還少領，然後一體適用，我想應該沒人能接受，早翻 桌了。 : : 但這就是現在的政府對軍公教做的事，但很多人不但不反對還拍拍手。今天無法將 心比心 : : ，明天如果換我們被改，誰又有資格說話呢。 : 18%當初怎麼設計的?? : 不就是銀行利率12%左右的年代給軍公教優惠121.5=18%? : 一開始還是浮動的 : 後來有人(國民黨)便宜行事就把它固定在18% : 如果要回歸當初的制度設計精神~~看你要用現行利率1.5或是現行利率6 : 來計算優惠匯率我都沒意見啊 人家勞保又不像年改， 反年改一直鬧， 那破產誰來扛， 不然提出解決方案呀， 一堆老屁股跟屁孩一樣， 只吵著要糖吃。 況且我又不是軍公教， 我的稅金為什麼要拿來讓軍公教退休出國爽？ 有本事就是繳了多少盈虧自負， 不要打我們非軍公教稅金的主意。 台灣是參考中國的呀， 兩岸一家親， 藍色投下去^^ 勞保明明也有調整費率 難怪推文的人這麼多
